time,bid1,bid_size1,ask1,ask_size1,bid2,bid_size2,ask2,ask_size2,mid1,mid2,residuals,imb1,imb2,residual_later,mid1_later,mid2_later,imb1_later,imb2_later,pnl,mid1_diff,mid2_diff,residual_bucket,imb1_bucket,imb2_bucket,avg_pnl,G1_It,G2_It
2020-11-23 15:46:19.203549+00:00,18.96,8715,18.97,9826,13.81,904,13.82,2001,18.965,13.815000000000001,-0.0035892817224194573,0.4700393722021466,0.3111876075731497,-0.0035892817224194573,18.965,13.815000000000001,0.4043336058871627,0.21410488245931283,0.0,0.0,0.0,1,1,0,0.00173782633492586,0.0,-0.00250980392156869
2020-11-23 15:46:29.220915+00:00,18.96,6923,18.97,10199,13.81,592,13.82,2173,18.965,13.815000000000001,-0.0035892817224194573,0.4043336058871627,0.21410488245931283,-0.0035892817224194573,18.965,13.815000000000001,0.6068138255116552,0.5308144936512852,0.0,0.0,0.0,1,1,0,0.00173782633492586,0.0,-0.00250980392156869
2020-11-23 15:46:39.237247+00:00,18.96,9814,18.97,6359,13.81,1714,13.82,1515,18.965,13.815000000000001,-0.0035892817224194573,0.6068138255116552,0.5308144936512852,-0.0035892817224194573,18.965,13.815000000000001,0.6075941526263627,0.5508341202392194,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:46:49.256205+00:00,18.96,9809,18.97,6335,13.81,1750,13.82,1427,18.965,13.815000000000001,-0.0035892817224194573,0.6075941526263627,0.5508341202392194,-0.0035892817224194573,18.965,13.815000000000001,0.40131924581168643,0.2492328673712922,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:46:59.273162+00:00,18.96,6875,18.97,10256,13.81,731,13.82,2202,18.965,13.815000000000001,-0.0035892817224194573,0.40131924581168643,0.2492328673712922,-0.0035892817224194573,18.965,13.815000000000001,0.580856234810245,0.4624624624624625,0.0,0.0,0.0,1,1,0,0.00173782633492586,0.0,-0.00250980392156869
2020-11-23 15:47:09.288758+00:00,18.96,9321,18.97,6726,13.81,1694,13.82,1969,18.965,13.815000000000001,-0.0035892817224194573,0.580856234810245,0.4624624624624625,-0.0035892817224194573,18.965,13.815000000000001,0.6007614054796231,0.5144945188794153,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:47:09.288758+00:00,18.96,9321,18.97,6726,13.8,2825,13.81,797,18.965,13.805,0.0032860324675674235,0.580856234810245,0.7799558255107676,-0.0035892817224194573,18.965,13.815000000000001,0.6007614054796231,0.5144945188794153,-0.006875314189986881,0.0,0.010000000000001563,4,1,2,-0.00173782633492586,0.0,0.00250980392156869
2020-11-23 15:47:19.057312+00:00,18.96,6283,18.97,10920,13.8,2825,13.81,797,18.965,13.805,0.0032860324675674235,0.3652269952915189,0.7799558255107676,-0.0035892817224194573,18.965,13.815000000000001,0.6007614054796231,0.5144945188794153,-0.006875314189986881,0.0,0.010000000000001563,4,1,2,-0.00173782633492586,0.0,0.00250980392156869
2020-11-23 15:47:29.074911+00:00,18.96,9626,18.97,6397,13.81,2112,13.82,1993,18.965,13.815000000000001,-0.0035892817224194573,0.6007614054796231,0.5144945188794153,-0.0035892817224194573,18.965,13.815000000000001,0.5175190003864485,0.3655973451327434,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:47:39.092721+00:00,18.96,8035,18.97,7491,13.81,1322,13.82,2294,18.965,13.815000000000001,-0.0035892817224194573,0.5175190003864485,0.3655973451327434,-0.0035892817224194573,18.965,13.815000000000001,0.5574992485722874,0.4178330741316744,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:47:49.110945+00:00,18.96,9274,18.97,7361,13.81,1612,13.82,2246,18.965,13.815000000000001,-0.0035892817224194573,0.5574992485722874,0.4178330741316744,-0.0035892817224194573,18.965,13.815000000000001,0.44107929515418504,0.26772151898734176,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:47:59.127753+00:00,18.96,8010,18.97,10150,13.81,846,13.82,2314,18.965,13.815000000000001,-0.0035892817224194573,0.44107929515418504,0.26772151898734176,-0.0035892817224194573,18.965,13.815000000000001,0.6216428269660209,0.6506712367894887,0.0,0.0,0.0,1,1,0,0.00173782633492586,0.0,-0.00250980392156869
2020-11-23 15:48:09.145046+00:00,18.96,10300,18.97,6269,13.81,2278,13.82,1223,18.965,13.815000000000001,-0.0035892817224194573,0.6216428269660209,0.6506712367894887,-0.0035892817224194573,18.965,13.815000000000001,0.6443512024048096,0.6866703539823009,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:48:19.162239+00:00,18.96,10289,18.97,5679,13.81,2483,13.82,1133,18.965,13.815000000000001,-0.0035892817224194573,0.6443512024048096,0.6866703539823009,-0.0035892817224194573,18.965,13.815000000000001,0.6109608797548224,0.5514818209593645,0.0,0.0,0.0,1,1,2,0.00173782633492586,0.0,0.00250980392156869
2020-11-23 15:48:29.179773+00:00,18.96,10167,18.97,6474,13.81,1805,13.82,1468,18.965,13.815000000000001,-0.0035892817224194573,0.6109608797548224,0.5514818209593645,-0.0035892817224194573,18.965,13.815000000000001,0.6149745577901623,0.6404748445449406,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:48:39.196580+00:00,18.96,10152,18.97,6356,13.81,2266,13.82,1272,18.965,13.815000000000001,-0.0035892817224194573,0.6149745577901623,0.6404748445449406,-0.0035892817224194573,18.965,13.815000000000001,0.6090979182729376,0.40228945216680295,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:48:49.216609+00:00,18.96,8690,18.97,5577,13.81,1476,13.82,2193,18.965,13.815000000000001,-0.0035892817224194573,0.6090979182729376,0.40228945216680295,-0.0035892817224194573,18.965,13.815000000000001,0.6502217294900222,0.4373650107991361,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:48:59.231296+00:00,18.96,9384,18.97,5048,13.81,1620,13.82,2084,18.965,13.815000000000001,-0.0035892817224194573,0.6502217294900222,0.4373650107991361,-0.0035892817224194573,18.965,13.815000000000001,0.6284931140526808,0.38954468802698144,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:49:08.244619+00:00,18.96,9402,18.97,5546,13.81,1620,13.82,2084,18.965,13.815000000000001,-0.0035892817224194573,0.628980465614129,0.4373650107991361,-0.0035892817224194573,18.965,13.815000000000001,0.6284931140526808,0.38954468802698144,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:49:08.244619+00:00,18.96,9402,18.97,5546,13.81,1593,13.82,2116,18.965,13.815000000000001,-0.0035892817224194573,0.628980465614129,0.4294958209760043,-0.0035892817224194573,18.965,13.815000000000001,0.6284931140526808,0.38954468802698144,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:49:19.264181+00:00,18.96,9401,18.97,5557,13.81,1386,13.82,2172,18.965,13.815000000000001,-0.0035892817224194573,0.6284931140526808,0.38954468802698144,-0.0035892817224194573,18.965,13.815000000000001,0.6245266724241015,0.3742584472530307,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:49:27.028324+00:00,18.96,9401,18.97,5557,13.81,1451,13.82,2426,18.965,13.815000000000001,-0.0035892817224194573,0.6284931140526808,0.3742584472530307,-0.0035892817224194573,18.965,13.815000000000001,0.48010145540189625,0.2365021530308049,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:49:29.289009+00:00,18.96,9401,18.97,5652,13.81,1451,13.82,2426,18.965,13.815000000000001,-0.0035892817224194573,0.6245266724241015,0.3742584472530307,0.0032860324675674235,18.965,13.805,0.4083899219394555,0.6096890205204146,0.006875314189986881,0.0,-0.010000000000001563,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:49:39.049985+00:00,18.96,7950,18.97,8609,13.81,714,13.82,2305,18.965,13.815000000000001,-0.0035892817224194573,0.48010145540189625,0.2365021530308049,0.0032860324675674235,18.965,13.805,0.4083899219394555,0.6096890205204146,0.006875314189986881,0.0,-0.010000000000001563,1,1,0,0.00173782633492586,0.0,-0.00250980392156869
2020-11-23 15:49:49.067996+00:00,18.96,6435,18.97,9322,13.8,2882,13.81,1845,18.965,13.805,0.0032860324675674235,0.4083899219394555,0.6096890205204146,-0.0035892817224194573,18.965,13.815000000000001,0.6266684287035813,0.484684260131951,-0.006875314189986881,0.0,0.010000000000001563,4,1,1,-0.00173782633492586,0.0,0.0
2020-11-23 15:49:59.083771+00:00,18.96,9484,18.97,5650,13.81,2057,13.82,2187,18.965,13.815000000000001,-0.0035892817224194573,0.6266684287035813,0.484684260131951,-0.0035892817224194573,18.965,13.815000000000001,0.6734679997279467,0.5885191770383541,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:50:09.104067+00:00,18.96,9902,18.97,4801,13.81,2317,13.82,1620,18.965,13.815000000000001,-0.0035892817224194573,0.6734679997279467,0.5885191770383541,-0.0035892817224194573,18.965,13.815000000000001,0.6402585688514733,0.5094571358388602,0.0,0.0,0.0,1,2,1,0.00173782633492586,0.001859903381642361,0.0
2020-11-23 15:50:19.121639+00:00,18.96,8518,18.97,4786,13.81,2074,13.82,1997,18.965,13.815000000000001,-0.0035892817224194573,0.6402585688514733,0.5094571358388602,-0.0035892817224194573,18.965,13.815000000000001,0.6838860971524288,0.6628511966701353,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:50:29.137975+00:00,18.96,10207,18.97,4718,13.81,2548,13.82,1296,18.965,13.815000000000001,-0.0035892817224194573,0.6838860971524288,0.6628511966701353,-0.0035892817224194573,18.965,13.815000000000001,0.6827167089622012,0.6210670314637483,0.0,0.0,0.0,1,2,1,0.00173782633492586,0.001859903381642361,0.0
2020-11-23 15:50:39.193659+00:00,18.96,10223,18.97,4751,13.81,2270,13.82,1385,18.965,13.815000000000001,-0.0035892817224194573,0.6827167089622012,0.6210670314637483,-0.0035892817224194573,18.965,13.815000000000001,0.6827475611385808,0.5481778875849289,0.0,0.0,0.0,1,2,1,0.00173782633492586,0.001859903381642361,0.0
2020-11-23 15:50:49.171297+00:00,18.96,9054,18.97,4640,13.81,2019,13.82,1232,18.965,13.815000000000001,-0.0035892817224194573,0.6611654739301884,0.6210396800984312,-0.0035892817224194573,18.965,13.815000000000001,0.6827475611385808,0.5481778875849289,0.0,0.0,0.0,1,1,1,0.00173782633492586,0.0,0.0
2020-11-23 15:50:59.189758+00:00,18.96,10218,18.97,4748,13.81,1775,13.82,1463,18.965,13.815000000000001,-0.0035892817224194573,0.6827475611385808,0.5481778875849289,-0.0035892817224194573,18.965,13.815000000000001,0.48307673875277063,0.2782129387873513,0.0,0.0,0.0,1,2,1,0.00173782633492586,0.001859903381642361,0.0
2020-11-23 15:51:09.208090+00:00,18.96,8064,18.97,8629,13.81,959,13.82,2488,18.965,13.815000000000001,-0.0035892817224194573,0.48307673875277063,0.2782129387873513,0.0032860324675674235,18.965,13.805,0.31265948398072013,0.42218543046357615,0.006875314189986881,0.0,-0.010000000000001563,1,1,0,0.00173782633492586,0.0,-0.00250980392156869
2020-11-23 15:51:19.227308+00:00,18.96,4411,18.97,9697,13.8,2040,13.81,2792,18.965,13.805,0.0032860324675674235,0.31265948398072013,0.42218543046357615,0.0032860324675674235,18.965,13.805,0.3163236337828247,0.6135751041411419,0.0,0.0,0.0,4,0,1,-0.00173782633492586,-0.001859903381642361,0.0
2020-11-23 15:51:29.244732+00:00,18.96,4457,18.97,9633,13.8,2504,13.81,1577,18.965,13.805,0.0032860324675674235,0.3163236337828247,0.6135751041411419,0.0032860324675674235,18.965,13.805,0.22900188323917137,0.4214352720450281,0.0,0.0,0.0,4,0,1,-0.00173782633492586,-0.001859903381642361,0.0
2020-11-23 15:51:39.262606+00:00,18.96,3040,18.97,10235,13.8,1797,13.81,2467,18.965,13.805,0.0032860324675674235,0.22900188323917137,0.4214352720450281,0.0032860324675674235,18.965,13.805,0.12160769495018894,0.2659604924133982,0.0,0.0,0.0,4,0,1,-0.00173782633492586,-0.001859903381642361,0.0
2020-11-23 15:51:49.279817+00:00,18.96,1416,18.97,10228,13.8,929,13.81,2564,18.965,13.805,0.0032860324675674235,0.12160769495018894,0.2659604924133982,-0.00671396753243414,18.955,13.805,0.6190239043824701,0.10078791858174656,-0.010000000000001563,-0.010000000000001563,0.0,4,0,0,-0.00173782633492586,-0.001859903381642361,-0.00250980392156869
2020-11-23 15:51:59.298291+00:00,18.95,9944,18.96,6120,13.8,307,13.81,2739,18.955,13.805,-0.00671396753243414,0.6190239043824701,0.10078791858174656,0.00016134665754918842,18.955,13.795,0.5263216041540076,0.5911664779161948,0.006875314189983328,0.0,-0.009999999999999787,0,1,0,0.004148445096547409,0.0,-0.00250980392156869
2020-11-23 15:52:09.067812+00:00,18.95,10448,18.96,6155,13.8,801,13.81,2803,18.955,13.805,-0.00671396753243414,0.6292838643618623,0.22225305216426194,0.00016134665754918842,18.955,13.795,0.5263216041540076,0.5911664779161948,0.006875314189983328,0.0,-0.009999999999999787,0,1,0,0.004148445096547409,0.0,-0.00250980392156869
2020-11-23 15:52:19.084134+00:00,18.95,9528,18.96,8575,13.79,2610,13.8,1805,18.955,13.795,0.00016134665754918842,0.5263216041540076,0.5911664779161948,0.00016134665754918842,18.955,13.795,0.44715045801108005,0.526344980587909,0.0,0.0,0.0,3,1,1,-0.00036310677064255045,0.0,0.0
2020-11-23 15:52:29.100666+00:00,18.95,8152,18.96,10079,13.79,1898,13.8,1708,18.955,13.795,0.00016134665754918842,0.44715045801108005,0.526344980587909,0.00016134665754918842,18.955,13.795,0.33233110388415044,0.2625156445556946,0.0,0.0,0.0,3,1,1,-0.00036310677064255045,0.0,0.0
2020-11-23 15:52:39.117568+00:00,18.95,5416,18.96,10881,13.79,839,13.8,2357,18.955,13.795,0.00016134665754918842,0.33233110388415044,0.2625156445556946,0.007036660847539622,18.955,13.785,0.2692742632874343,0.7372738238841978,0.0068753141899904335,0.0,-0.009999999999999787,3,0,0,-0.00036310677064255045,-0.001859903381642361,-0.00250980392156869
2020-11-23 15:52:49.140777+00:00,18.95,4048,18.96,10985,13.78,3056,13.79,1089,18.955,13.785,0.007036660847539622,0.2692742632874343,0.7372738238841978,0.007036660847539622,18.955,13.785,0.24202908445415444,0.7408604824670479,0.0,0.0,0.0,5,0,2,-0.004148445096547409,-0.001859903381642361,0.00250980392156869
2020-11-23 15:52:59.156297+00:00,18.95,3545,18.96,11102,13.78,2979,13.79,1042,18.955,13.785,0.007036660847539622,0.24202908445415444,0.7408604824670479,0.00016134665754918842,18.955,13.795,0.25441647909419546,0.22701511335012595,-0.0068753141899904335,0.0,0.009999999999999787,5,0,2,-0.004148445096547409,-0.001859903381642361,0.00250980392156869
2020-11-23 15:53:09.175219+00:00,18.95,3730,18.96,10931,13.79,721,13.8,2455,18.955,13.795,0.00016134665754918842,0.25441647909419546,0.22701511335012595,0.007036660847539622,18.955,13.785,0.03762057877813505,0.6931106471816284,0.0068753141899904335,0.0,-0.009999999999999787,3,0,0,-0.00036310677064255045,-0.001859903381642361,-0.00250980392156869
2020-11-23 15:53:19.193349+00:00,18.95,468,18.96,11972,13.78,2656,13.79,1176,18.955,13.785,0.007036660847539622,0.03762057877813505,0.6931106471816284,0.007036660847539622,18.955,13.785,0.1385978482525842,0.7250536480686696,0.0,0.0,0.0,5,0,2,-0.004148445096547409,-0.001859903381642361,0.00250980392156869
2020-11-23 15:53:28.208850+00:00,18.95,1971,18.96,12324,13.78,2656,13.79,1176,18.955,13.785,0.007036660847539622,0.1378803777544596,0.6931106471816284,0.007036660847539622,18.955,13.785,0.1385978482525842,0.7250536480686696,0.0,0.0,0.0,5,0,2,-0.004148445096547409,-0.001859903381642361,0.00250980392156869
2020-11-23 15:53:28.208850+00:00,18.95,1971,18.96,12324,13.78,2732,13.79,1050,18.955,13.785,0.007036660847539622,0.1378803777544596,0.7223691168693813,0.007036660847539622,18.955,13.785,0.1385978482525842,0.7250536480686696,0.0,0.0,0.0,5,0,2,-0.004148445096547409,-0.001859903381642361,0.00250980392156869
2020-11-23 15:53:39.230217+00:00,18.95,1971,18.96,12250,13.78,2703,13.79,1025,18.955,13.785,0.007036660847539622,0.1385978482525842,0.7250536480686696,0.00016134665754918842,18.955,13.795,0.1648382559774965,0.3317588218949708,-0.0068753141899904335,0.0,0.009999999999999787,5,0,2,-0.004148445096547409,-0.001859903381642361,0.00250980392156869
2020-11-23 15:53:49.246710+00:00,18.95,2344,18.96,11876,13.79,1194,13.8,2405,18.955,13.795,0.00016134665754918842,0.1648382559774965,0.3317588218949708,0.00016134665754918842,18.955,13.795,0.1843865156271325,0.18975817923186344,0.0,0.0,0.0,3,0,0,-0.00036310677064255045,-0.001859903381642361,-0.00250980392156869
2020-11-23 15:53:59.264384+00:00,18.95,2702,18.96,11952,13.79,667,13.8,2848,18.955,13.795,0.00016134665754918842,0.1843865156271325,0.18975817923186344,0.00016134665754918842,18.955,13.795,0.2829703939319794,0.44991652754590983,0.0,0.0,0.0,3,0,0,-0.00036310677064255045,-0.001859903381642361,-0.00250980392156869
2020-11-23 15:54:09.281436+00:00,18.95,4626,18.96,11722,13.79,1617,13.8,1977,18.955,13.795,0.00016134665754918842,0.2829703939319794,0.44991652754590983,0.00016134665754918842,18.955,13.795,0.18552128820960698,0.20505373221028173,0.0,0.0,0.0,3,0,1,-0.00036310677064255045,-0.001859903381642361,0.0
2020-11-23 15:54:19.048599+00:00,18.95,3508,18.96,11853,13.79,1314,13.8,2694,18.955,13.795,0.00016134665754918842,0.22837054879239632,0.3278443113772455,0.00016134665754918842,18.955,13.795,0.18552128820960698,0.20505373221028173,0.0,0.0,0.0,3,0,0,-0.00036310677064255045,-0.001859903381642361,-0.00250980392156869
2020-11-23 15:54:19.048599+00:00,18.95,3508,18.96,11853,13.79,706,13.8,2737,18.955,13.795,0.00016134665754918842,0.22837054879239632,0.20505373221028173,0.00016134665754918842,18.955,13.795,0.18552128820960698,0.20505373221028173,0.0,0.0,0.0,3,0,0,-0.00036310677064255045,-0.001859903381642361,-0.00250980392156869
